 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  26. 3.2026    Time:   3: 9:11
 Units: L = cm   , T = days , M = micro


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  49   -57.6000     -56.032 0.3564   0.2170E+00  0.9167E-03 -0.8988E-01  0.2692E-02      -1  -0.861E-02    0.00  0.7298E-01  0.0000E+00
  50   -58.8000     -55.314 0.3571   0.2226E+00  0.9222E-03 -0.8668E-01  0.2640E-02      -1  -0.830E-02    0.00  0.8659E-01  0.0000E+00
  51   -60.0000     -54.567 0.3578   0.2285E+00  0.9279E-03 -0.8354E-01  0.2588E-02      -1  -0.800E-02    0.00  0.1028E+00  0.0000E+00
  52   -61.2000     -53.792 0.3585   0.2346E+00  0.9339E-03 -0.8047E-01  0.2536E-02      -1  -0.771E-02    0.00  0.1220E+00  0.0000E+00
  53   -62.4000     -52.990 0.3593   0.2409E+00  0.9400E-03 -0.7745E-01  0.2484E-02      -1  -0.742E-02    0.00  0.1449E+00  0.0000E+00
  54   -63.6000     -52.164 0.3601   0.2474E+00  0.9463E-03 -0.7450E-01  0.2433E-02      -1  -0.714E-02    0.00  0.1720E+00  0.0000E+00
  55   -64.8000     -51.313 0.3608   0.2541E+00  0.9528E-03 -0.7161E-01  0.2381E-02      -1  -0.686E-02    0.00  0.2043E+00  0.0000E+00
  56   -66.0000     -50.440 0.3617   0.2610E+00  0.9595E-03 -0.6879E-01  0.2329E-02      -1  -0.659E-02    0.00  0.2426E+00  0.0000E+00
  57   -67.2000     -49.546 0.3625   0.2680E+00  0.9663E-03 -0.6602E-01  0.2277E-02      -1  -0.632E-02    0.00  0.2882E+00  0.0000E+00
  58   -68.4000     -48.632 0.3634   0.2752E+00  0.9733E-03 -0.6332E-01  0.2226E-02      -1  -0.607E-02    0.00  0.3423E+00  0.0000E+00
  59   -69.6000     -47.698 0.3642   0.2826E+00  0.9804E-03 -0.6068E-01  0.2174E-02      -1  -0.581E-02    0.00  0.4065E+00  0.0000E+00
  60   -70.8000     -46.745 0.3652   0.2942E+00  0.9874E-03 -0.5810E-01  0.2122E-02      -1  -0.557E-02    0.00  0.4827E+00  0.0000E+00
  61   -72.0000     -45.772 0.3662   0.3071E+00  0.9944E-03 -0.5559E-01  0.2070E-02      -1  -0.532E-02    0.00  0.5732E+00  0.0000E+00
  62   -73.2000     -44.780 0.3672   0.3203E+00  0.1002E-02 -0.5314E-01  0.2019E-02      -1  -0.509E-02    0.00  0.6801E+00  0.0000E+00
  63   -74.4000     -43.771 0.3682   0.3337E+00  0.1009E-02 -0.5074E-01  0.1967E-02      -1  -0.486E-02    0.00  0.8061E+00  0.0000E+00
  64   -75.6000     -42.745 0.3693   0.3473E+00  0.1016E-02 -0.4842E-01  0.1915E-02      -1  -0.464E-02    0.00  0.9541E+00  0.0000E+00
  65   -76.8000     -41.705 0.3703   0.3611E+00  0.1024E-02 -0.4615E-01  0.1863E-02      -1  -0.442E-02    0.00  0.1128E+01  0.0000E+00
  66   -78.0000     -40.652 0.3714   0.3751E+00  0.1031E-02 -0.4394E-01  0.1812E-02      -1  -0.421E-02    0.00  0.1330E+01  0.0000E+00
  67   -79.2000     -39.587 0.3725   0.3892E+00  0.1039E-02 -0.4180E-01  0.1760E-02      -1  -0.400E-02    0.00  0.1566E+01  0.0000E+00
  68   -80.4000     -38.510 0.3736   0.4035E+00  0.1047E-02 -0.3972E-01  0.1708E-02      -1  -0.380E-02    0.00  0.1840E+01  0.0000E+00
  69   -81.6000     -37.423 0.3747   0.4198E+00  0.1054E-02 -0.3770E-01  0.1656E-02      -1  -0.361E-02    0.00  0.2158E+01  0.0000E+00
  70   -82.8000     -36.325 0.3759   0.4431E+00  0.1060E-02 -0.3574E-01  0.1605E-02      -1  -0.342E-02    0.00  0.2526E+01  0.0000E+00
  71   -84.0000     -35.217 0.3771   0.4666E+00  0.1067E-02 -0.3385E-01  0.1553E-02      -1  -0.324E-02    0.00  0.2949E+01  0.0000E+00
  72   -85.2000     -34.099 0.3783   0.4903E+00  0.1073E-02 -0.3202E-01  0.1501E-02      -1  -0.307E-02    0.00  0.3435E+01  0.0000E+00
  73   -86.4000     -32.974 0.3795   0.5142E+00  0.1079E-02 -0.3025E-01  0.1449E-02      -1  -0.290E-02    0.00  0.3993E+01  0.0000E+00
  74   -87.6000     -31.841 0.3807   0.5382E+00  0.1085E-02 -0.2854E-01  0.1398E-02      -1  -0.273E-02    0.00  0.4629E+01  0.0000E+00
  75   -88.8000     -30.701 0.3819   0.5624E+00  0.1092E-02 -0.2689E-01  0.1346E-02      -1  -0.258E-02    0.00  0.5354E+01  0.0000E+00
  76   -90.0000     -29.555 0.3832   0.5898E+00  0.1097E-02 -0.2531E-01  0.1294E-02      -1  -0.242E-02    0.00  0.6176E+01  0.0000E+00
  77   -91.2000     -28.404 0.3844   0.6270E+00  0.1100E-02 -0.2379E-01  0.1242E-02      -1  -0.228E-02    0.00  0.7105E+01  0.0000E+00
  78   -92.4000     -27.247 0.3857   0.6643E+00  0.1103E-02 -0.2233E-01  0.1190E-02      -1  -0.214E-02    0.00  0.8151E+01  0.0000E+00
  79   -93.6000     -26.085 0.3870   0.7018E+00  0.1106E-02 -0.2093E-01  0.1139E-02      -1  -0.200E-02    0.00  0.9325E+01  0.0000E+00
  80   -94.8000     -24.918 0.3883   0.7394E+00  0.1109E-02 -0.1960E-01  0.1081E-02      -1  -0.188E-02    0.00  0.1064E+02  0.0000E+00
  81   -96.0000     -23.748 0.3896   0.7771E+00  0.1111E-02 -0.1840E-01  0.9167E-03      -1  -0.176E-02    0.00  0.1209E+02  0.0000E+00
  82   -97.2000     -22.575 0.3909   0.8306E+00  0.1110E-02 -0.1740E-01  0.7460E-03      -1  -0.167E-02    0.00  0.1371E+02  0.0000E+00
  83   -98.4000     -21.399 0.3922   0.8857E+00  0.1107E-02 -0.1660E-01  0.5929E-03      -1  -0.159E-02    0.00  0.1548E+02  0.0000E+00
  84   -99.6000     -20.220 0.3935   0.9409E+00  0.1105E-02 -0.1597E-01  0.4579E-03      -1  -0.153E-02    0.00  0.1742E+02  0.0000E+00
  85  -100.8000     -19.039 0.3948   0.9962E+00  0.1103E-02 -0.1549E-01  0.3411E-03      -1  -0.148E-02    0.00  0.1953E+02  0.0000E+00
  86  -102.0000     -17.857 0.3961   0.1068E+01  0.1096E-02 -0.1514E-01  0.2426E-03      -1  -0.145E-02    0.00  0.2182E+02  0.0000E+00
  87  -103.2000     -16.673 0.3974   0.1146E+01  0.1087E-02 -0.1490E-01  0.1620E-03      -1  -0.143E-02    0.00  0.2430E+02  0.0000E+00
  88  -104.4000     -15.488 0.3987   0.1223E+01  0.1078E-02 -0.1474E-01  0.9888E-04      -1  -0.141E-02    0.00  0.2695E+02  0.0000E+00
  89  -105.6000     -14.302 0.4000   0.1313E+01  0.1065E-02 -0.1465E-01  0.5231E-04      -1  -0.140E-02    0.00  0.2979E+02  0.0000E+00
  90  -106.8000     -13.115 0.4012   0.1418E+01  0.1048E-02 -0.1460E-01  0.2109E-04      -1  -0.140E-02    0.00  0.3282E+02  0.0000E+00
  91  -108.0000     -11.927 0.4025   0.1524E+01  0.1031E-02 -0.1459E-01  0.3718E-05      -1  -0.140E-02    0.00  0.3605E+02  0.0000E+00
  92  -109.2000     -10.738 0.4037   0.1657E+01  0.1006E-02 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.3946E+02  0.0000E+00
  93  -110.4000      -9.548 0.4049   0.1796E+01  0.9803E-03 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.4307E+02  0.0000E+00
  94  -111.6000      -8.358 0.4060   0.1967E+01  0.9460E-03 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.4687E+02  0.0000E+00
  95  -112.8000      -7.166 0.4071   0.2154E+01  0.9076E-03 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.5086E+02  0.0000E+00
  96  -114.0000      -5.974 0.4082   0.2380E+01  0.8602E-03 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.5504E+02  0.0000E+00
  97  -115.2000      -4.781 0.4092   0.2656E+01  0.8015E-03 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.5941E+02  0.0000E+00
  98  -116.4000      -3.587 0.4101   0.3001E+01  0.7283E-03 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.6396E+02  0.0000E+00
  99  -117.6000      -2.392 0.4109   0.3462E+01  0.6319E-03 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.6870E+02  0.0000E+00
 100  -118.8000      -1.197 0.4116   0.4165E+01  0.4909E-03 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.7361E+02  0.0000E+00
 101  -120.0000       0.000 0.4120   0.7000E+01  0.0000E+00 -0.1459E-01  0.0000E+00      -1  -0.140E-02    0.00  0.7870E+02  0.0000E+00
end


 Time:     4380.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -75.274 0.3342   0.3182E+00  0.8143E-03 -0.3165E+00  0.5176E-02      -1  -0.303E-01    0.00  0.6711E-04  0.0000E+00
   2    -1.2000     -75.255 0.3342   0.3184E+00  0.8144E-03 -0.3103E+00  0.5124E-02      -1  -0.297E-01    0.00  0.7417E-04  0.0000E+00
   3    -2.4000     -75.212 0.3342   0.3189E+00  0.8146E-03 -0.3042E+00  0.5072E-02      -1  -0.291E-01    0.00  0.8256E-04  0.0000E+00
   4    -3.6000     -75.144 0.3343   0.3196E+00  0.8150E-03 -0.2981E+00  0.5021E-02      -1  -0.286E-01    0.00  0.9250E-04  0.0000E+00
   5    -4.8000     -75.050 0.3344   0.3207E+00  0.8155E-03 -0.2921E+00  0.4969E-02      -1  -0.280E-01    0.00  0.1042E-03  0.0000E+00
   6    -6.0000     -74.930 0.3345   0.3220E+00  0.8162E-03 -0.2862E+00  0.4917E-02      -1  -0.274E-01    0.00  0.1181E-03  0.0000E+00
   7    -7.2000     -74.783 0.3346   0.3237E+00  0.8171E-03 -0.2803E+00  0.4865E-02      -1  -0.268E-01    0.00  0.1345E-03  0.0000E+00
   8    -8.4000     -74.608 0.3348   0.3256E+00  0.8181E-03 -0.2745E+00  0.4814E-02      -1  -0.263E-01    0.00  0.1538E-03  0.0000E+00
   9    -9.6000     -74.406 0.3349   0.3279E+00  0.8192E-03 -0.2688E+00  0.4762E-02      -1  -0.257E-01    0.00  0.1765E-03  0.0000E+00
  10   -10.8000     -74.175 0.3351   0.3305E+00  0.8206E-03 -0.2631E+00  0.4710E-02      -1  -0.252E-01    0.00  0.2031E-03  0.0000E+00
  11   -12.0000     -73.916 0.3354   0.3334E+00  0.8220E-03 -0.2575E+00  0.4658E-02      -1  -0.247E-01    0.00  0.2345E-03  0.0000E+00
  12   -13.2000     -73.628 0.3356   0.3366E+00  0.8237E-03 -0.2519E+00  0.4607E-02      -1  -0.241E-01    0.00  0.2714E-03  0.0000E+00
  13   -14.4000     -73.311 0.3359   0.3401E+00  0.8255E-03 -0.2464E+00  0.4555E-02      -1  -0.236E-01    0.00  0.3147E-03  0.0000E+00
  14   -15.6000     -72.966 0.3362   0.3440E+00  0.8275E-03 -0.2410E+00  0.4503E-02      -1  -0.231E-01    0.00  0.3657E-03  0.0000E+00
  15   -16.8000     -72.592 0.3365   0.3482E+00  0.8296E-03 -0.2356E+00  0.4451E-02      -1  -0.226E-01    0.00  0.4255E-03  0.0000E+00
  16   -18.0000     -72.190 0.3368   0.3527E+00  0.8319E-03 -0.2303E+00  0.4400E-02      -1  -0.221E-01    0.00  0.4958E-03  0.0000E+00
  17   -19.2000     -71.759 0.3372   0.3575E+00  0.8344E-03 -0.2250E+00  0.4348E-02      -1  -0.216E-01    0.00  0.5784E-03  0.0000E+00
  18   -20.4000     -71.301 0.3376   0.3626E+00  0.8370E-03 -0.2198E+00  0.4296E-02      -1  -0.211E-01    0.00  0.6756E-03  0.0000E+00
  19   -21.6000     -70.814 0.3380   0.3681E+00  0.8398E-03 -0.2147E+00  0.4244E-02      -1  -0.206E-01    0.00  0.7897E-03  0.0000E+00
  20   -22.8000     -70.301 0.3385   0.3738E+00  0.8427E-03 -0.2097E+00  0.4193E-02      -1  -0.201E-01    0.00  0.9239E-03  0.0000E+00
  21   -24.0000     -69.760 0.3389   0.3799E+00  0.8458E-03 -0.2047E+00  0.4141E-02      -1  -0.196E-01    0.00  0.1082E-02  0.0000E+00
  22   -25.2000     -69.194 0.3394   0.3862E+00  0.8490E-03 -0.1997E+00  0.4089E-02      -1  -0.191E-01    0.00  0.1267E-02  0.0000E+00
  23   -26.4000     -68.601 0.3399   0.3928E+00  0.8524E-03 -0.1948E+00  0.4037E-02      -1  -0.187E-01    0.00  0.1486E-02  0.0000E+00
  24   -27.6000     -67.984 0.3404   0.3997E+00  0.8559E-03 -0.1900E+00  0.3986E-02      -1  -0.182E-01    0.00  0.1743E-02  0.0000E+00
  25   -28.8000     -67.342 0.3410   0.4069E+00  0.8596E-03 -0.1853E+00  0.3934E-02      -1  -0.177E-01    0.00  0.2046E-02  0.0000E+00
  26   -30.0000     -66.677 0.3416   0.4143E+00  0.8634E-03 -0.1806E+00  0.3882E-02      -1  -0.173E-01    0.00  0.2402E-02  0.0000E+00
  27   -31.2000     -65.988 0.3422   0.4220E+00  0.8673E-03 -0.1760E+00  0.3830E-02      -1  -0.169E-01    0.00  0.2822E-02  0.0000E+00
  28   -32.4000     -65.278 0.3428   0.4300E+00  0.8714E-03 -0.1714E+00  0.3778E-02      -1  -0.164E-01    0.00  0.3317E-02  0.0000E+00
  29   -33.6000     -64.545 0.3434   0.4382E+00  0.8756E-03 -0.1669E+00  0.3727E-02      -1  -0.160E-01    0.00  0.3900E-02  0.0000E+00
  30   -34.8000     -63.792 0.3440   0.4466E+00  0.8799E-03 -0.1625E+00  0.3675E-02      -1  -0.156E-01    0.00  0.4588E-02  0.0000E+00
  31   -36.0000     -63.214 0.3501   0.1718E+00  0.8636E-03 -0.1581E+00  0.3623E-02      -1  -0.151E-01    0.00  0.5399E-02  0.0000E+00
  32   -37.2000     -63.101 0.3502   0.1723E+00  0.8644E-03 -0.1538E+00  0.3571E-02      -1  -0.147E-01    0.00  0.6350E-02  0.0000E+00
  33   -38.4000     -62.956 0.3503   0.1729E+00  0.8655E-03 -0.1495E+00  0.3520E-02      -1  -0.143E-01    0.00  0.7466E-02  0.0000E+00
  34   -39.6000     -62.776 0.3504   0.1737E+00  0.8667E-03 -0.1453E+00  0.3468E-02      -1  -0.139E-01    0.00  0.8777E-02  0.0000E+00
  35   -40.8000     -62.563 0.3506   0.1746E+00  0.8682E-03 -0.1412E+00  0.3416E-02      -1  -0.135E-01    0.00  0.1032E-01  0.0000E+00
  36   -42.0000     -62.316 0.3508   0.1757E+00  0.8700E-03 -0.1371E+00  0.3364E-02      -1  -0.131E-01    0.00  0.1212E-01  0.0000E+00
  37   -43.2000     -62.036 0.3511   0.1770E+00  0.8720E-03 -0.1331E+00  0.3313E-02      -1  -0.127E-01    0.00  0.1425E-01  0.0000E+00
  38   -44.4000     -61.721 0.3513   0.1783E+00  0.8742E-03 -0.1292E+00  0.3261E-02      -1  -0.124E-01    0.00  0.1675E-01  0.0000E+00
  39   -45.6000     -61.373 0.3516   0.1799E+00  0.8767E-03 -0.1253E+00  0.3209E-02      -1  -0.120E-01    0.00  0.1970E-01  0.0000E+00
  40   -46.8000     -60.993 0.3519   0.1816E+00  0.8794E-03 -0.1215E+00  0.3157E-02      -1  -0.116E-01    0.00  0.2316E-01  0.0000E+00
  41   -48.0000     -60.579 0.3523   0.1834E+00  0.8823E-03 -0.1177E+00  0.3106E-02      -1  -0.113E-01    0.00  0.2724E-01  0.0000E+00
  42   -49.2000     -60.133 0.3526   0.1853E+00  0.8855E-03 -0.1140E+00  0.3054E-02      -1  -0.109E-01    0.00  0.3205E-01  0.0000E+00
  43   -50.4000     -59.653 0.3531   0.1885E+00  0.8891E-03 -0.1104E+00  0.3002E-02      -1  -0.106E-01    0.00  0.3771E-01  0.0000E+00
  44   -51.6000     -59.137 0.3535   0.1925E+00  0.8930E-03 -0.1068E+00  0.2950E-02      -1  -0.102E-01    0.00  0.4439E-01  0.0000E+00
  45   -52.8000     -58.584 0.3541   0.1969E+00  0.8972E-03 -0.1033E+00  0.2899E-02      -1  -0.989E-02    0.00  0.5226E-01  0.0000E+00
  46   -54.0000     -57.996 0.3546   0.2015E+00  0.9017E-03 -0.9984E-01  0.2847E-02      -1  -0.956E-02    0.00  0.6154E-01  0.0000E+00
  47   -55.2000     -57.373 0.3552   0.2064E+00  0.9065E-03 -0.9646E-01  0.2795E-02      -1  -0.924E-02    0.00  0.7250E-01  0.0000E+00
  48   -56.4000     -56.717 0.3558   0.2116E+00  0.9115E-03 -0.9314E-01  0.2743E-02      -1  -0.892E-02    0.00  0.8542E-01  0.0000E+00
  49   -57.6000     -56.030 0.3564   0.2170E+00  0.9168E-03 -0.8988E-01  0.2692E-02      -1  -0.861E-02    0.00  0.1007E+00  0.0000E+00
  50   -58.8000     -55.311 0.3571   0.2227E+00  0.9222E-03 -0.8668E-01  0.2640E-02      -1  -0.830E-02    0.00  0.1187E+00  0.0000E+00
  51   -60.0000     -54.564 0.3578   0.2285E+00  0.9280E-03 -0.8354E-01  0.2588E-02      -1  -0.800E-02    0.00  0.1399E+00  0.0000E+00
  52   -61.2000     -53.789 0.3585   0.2346E+00  0.9339E-03 -0.8046E-01  0.2536E-02      -1  -0.771E-02    0.00  0.1650E+00  0.0000E+00
  53   -62.4000     -52.987 0.3593   0.2409E+00  0.9400E-03 -0.7745E-01  0.2484E-02      -1  -0.742E-02    0.00  0.1945E+00  0.0000E+00
  54   -63.6000     -52.161 0.3601   0.2475E+00  0.9463E-03 -0.7450E-01  0.2433E-02      -1  -0.714E-02    0.00  0.2295E+00  0.0000E+00
  55   -64.8000     -51.310 0.3609   0.2541E+00  0.9528E-03 -0.7161E-01  0.2381E-02      -1  -0.686E-02    0.00  0.2707E+00  0.0000E+00
  56   -66.0000     -50.437 0.3617   0.2610E+00  0.9595E-03 -0.6879E-01  0.2329E-02      -1  -0.659E-02    0.00  0.3193E+00  0.0000E+00
  57   -67.2000     -49.543 0.3625   0.2681E+00  0.9663E-03 -0.6602E-01  0.2277E-02      -1  -0.632E-02    0.00  0.3767E+00  0.0000E+00
  58   -68.4000     -48.628 0.3634   0.2752E+00  0.9733E-03 -0.6332E-01  0.2226E-02      -1  -0.607E-02    0.00  0.4445E+00  0.0000E+00
  59   -69.6000     -47.695 0.3642   0.2826E+00  0.9804E-03 -0.6068E-01  0.2174E-02      -1  -0.581E-02    0.00  0.5243E+00  0.0000E+00
  60   -70.8000     -46.742 0.3652   0.2942E+00  0.9874E-03 -0.5810E-01  0.2122E-02      -1  -0.557E-02    0.00  0.6184E+00  0.0000E+00
  61   -72.0000     -45.769 0.3662   0.3072E+00  0.9944E-03 -0.5559E-01  0.2070E-02      -1  -0.532E-02    0.00  0.7288E+00  0.0000E+00
  62   -73.2000     -44.777 0.3672   0.3203E+00  0.1002E-02 -0.5314E-01  0.2019E-02      -1  -0.509E-02    0.00  0.8579E+00  0.0000E+00
  63   -74.4000     -43.767 0.3682   0.3337E+00  0.1009E-02 -0.5074E-01  0.1967E-02      -1  -0.486E-02    0.00  0.1009E+01  0.0000E+00
  64   -75.6000     -42.742 0.3693   0.3474E+00  0.1016E-02 -0.4842E-01  0.1915E-02      -1  -0.464E-02    0.00  0.1184E+01  0.0000E+00
  65   -76.8000     -41.702 0.3703   0.3612E+00  0.1024E-02 -0.4615E-01  0.1863E-02      -1  -0.442E-02    0.00  0.1387E+01  0.0000E+00
  66   -78.0000     -40.649 0.3714   0.3751E+00  0.1031E-02 -0.4394E-01  0.1812E-02      -1  -0.421E-02    0.00  0.1623E+01  0.0000E+00
  67   -79.2000     -39.583 0.3725   0.3893E+00  0.1039E-02 -0.4180E-01  0.1760E-02      -1  -0.400E-02    0.00  0.1895E+01  0.0000E+00
  68   -80.4000     -38.507 0.3736   0.4036E+00  0.1047E-02 -0.3972E-01  0.1708E-02      -1  -0.380E-02    0.00  0.2208E+01  0.0000E+00
  69   -81.6000     -37.420 0.3747   0.4199E+00  0.1054E-02 -0.3770E-01  0.1656E-02      -1  -0.361E-02    0.00  0.2568E+01  0.0000E+00
  70   -82.8000     -36.322 0.3759   0.4432E+00  0.1060E-02 -0.3574E-01  0.1605E-02      -1  -0.342E-02    0.00  0.2981E+01  0.0000E+00
  71   -84.0000     -35.213 0.3771   0.4667E+00  0.1067E-02 -0.3385E-01  0.1553E-02      -1  -0.324E-02    0.00  0.3453E+01  0.0000E+00
  72   -85.2000     -34.096 0.3783   0.4904E+00  0.1073E-02 -0.3202E-01  0.1501E-02      -1  -0.307E-02    0.00  0.3990E+01  0.0000E+00
  73   -86.4000     -32.970 0.3795   0.5143E+00  0.1079E-02 -0.3025E-01  0.1449E-02      -1  -0.290E-02    0.00  0.4601E+01  0.0000E+00
  74   -87.6000     -31.837 0.3807   0.5383E+00  0.1085E-02 -0.2854E-01  0.1398E-02      -1  -0.273E-02    0.00  0.5293E+01  0.0000E+00
  75   -88.8000     -30.698 0.3819   0.5625E+00  0.1092E-02 -0.2689E-01  0.1346E-02      -1  -0.258E-02    0.00  0.6075E+01  0.0000E+00
  76   -90.0000     -29.552 0.3832   0.5900E+00  0.1097E-02 -0.2531E-01  0.1294E-02      -1  -0.242E-02    0.00  0.6956E+01  0.0000E+00
  77   -91.2000     -28.400 0.3844   0.6271E+00  0.1100E-02 -0.2379E-01  0.1242E-02      -1  -0.228E-02    0.00  0.7943E+01  0.0000E+00
  78   -92.4000     -27.243 0.3857   0.6644E+00  0.1103E-02 -0.2233E-01  0.1190E-02      -1  -0.214E-02    0.00  0.9048E+01  0.0000E+00
  79   -93.6000     -26.081 0.3870   0.7019E+00  0.1106E-02 -0.2093E-01  0.1139E-02      -1  -0.200E-02    0.00  0.1028E+02  0.0000E+00
  80   -94.8000     -24.915 0.3883   0.7395E+00  0.1109E-02 -0.1961E-01  0.1063E-02      -1  -0.188E-02    0.00  0.1164E+02  0.0000E+00
  81   -96.0000     -23.745 0.3896   0.7772E+00  0.1111E-02 -0.1844E-01  0.8785E-03      -1  -0.177E-02    0.00  0.1315E+02  0.0000E+00
  82   -97.2000     -22.572 0.3909   0.8307E+00  0.1110E-02 -0.1749E-01  0.7116E-03      -1  -0.168E-02    0.00  0.1480E+02  0.0000E+00
  83   -98.4000     -21.395 0.3922   0.8859E+00  0.1107E-02 -0.1673E-01  0.5624E-03      -1  -0.160E-02    0.00  0.1661E+02  0.0000E+00
  84   -99.6000     -20.217 0.3935   0.9411E+00  0.1105E-02 -0.1613E-01  0.4315E-03      -1  -0.154E-02    0.00  0.1857E+02  0.0000E+00
  85  -100.8000     -19.037 0.3948   0.9964E+00  0.1103E-02 -0.1568E-01  0.3188E-03      -1  -0.150E-02    0.00  0.2070E+02  0.0000E+00
  86  -102.0000     -17.855 0.3961   0.1068E+01  0.1096E-02 -0.1535E-01  0.2243E-03      -1  -0.147E-02    0.00  0.2300E+02  0.0000E+00
  87  -103.2000     -16.671 0.3974   0.1146E+01  0.1087E-02 -0.1513E-01  0.1476E-03      -1  -0.145E-02    0.00  0.2547E+02  0.0000E+00
  88  -104.4000     -15.486 0.3987   0.1223E+01  0.1078E-02 -0.1499E-01  0.8804E-04      -1  -0.144E-02    0.00  0.2810E+02  0.0000E+00
  89  -105.6000     -14.300 0.4000   0.1313E+01  0.1065E-02 -0.1491E-01  0.4465E-04      -1  -0.143E-02    0.00  0.3092E+02  0.0000E+00
  90  -106.8000     -13.114 0.4012   0.1419E+01  0.1048E-02 -0.1487E-01  0.1619E-04      -1  -0.142E-02    0.00  0.3391E+02  0.0000E+00
  91  -108.0000     -11.926 0.4025   0.1524E+01  0.1031E-02 -0.1486E-01  0.1092E-05      -1  -0.142E-02    0.00  0.3709E+02  0.0000E+00
  92  -109.2000     -10.737 0.4037   0.1658E+01  0.1006E-02 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.4044E+02  0.0000E+00
  93  -110.4000      -9.547 0.4049   0.1796E+01  0.9803E-03 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.4398E+02  0.0000E+00
  94  -111.6000      -8.357 0.4060   0.1967E+01  0.9460E-03 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.4769E+02  0.0000E+00
  95  -112.8000      -7.165 0.4071   0.2154E+01  0.9076E-03 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.5159E+02  0.0000E+00
  96  -114.0000      -5.973 0.4082   0.2380E+01  0.8601E-03 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.5567E+02  0.0000E+00
  97  -115.2000      -4.780 0.4092   0.2656E+01  0.8015E-03 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.5992E+02  0.0000E+00
  98  -116.4000      -3.587 0.4101   0.3001E+01  0.7283E-03 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.6435E+02  0.0000E+00
  99  -117.6000      -2.392 0.4109   0.3463E+01  0.6319E-03 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.6896E+02  0.0000E+00
 100  -118.8000      -1.197 0.4116   0.4165E+01  0.4909E-03 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.7374E+02  0.0000E+00
 101  -120.0000       0.000 0.4120   0.7000E+01  0.0000E+00 -0.1486E-01  0.0000E+00      -1  -0.142E-02    0.00  0.7870E+02  0.0000E+00
end


 Time:     4745.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -75.273 0.3342   0.3182E+00  0.8143E-03 -0.3165E+00  0.5176E-02      -1  -0.303E-01    0.00  0.1123E-03  0.0000E+00
   2    -1.2000     -75.255 0.3342   0.3184E+00  0.8144E-03 -0.3103E+00  0.5124E-02      -1  -0.297E-01    0.00  0.1240E-03  0.0000E+00
   3    -2.4000     -75.212 0.3342   0.3189E+00  0.8146E-03 -0.3042E+00  0.5072E-02      -1  -0.291E-01    0.00  0.1379E-03  0.0000E+00
   4    -3.6000     -75.143 0.3343   0.3196E+00  0.8150E-03 -0.2981E+00  0.5021E-02      -1  -0.286E-01    0.00  0.1541E-03  0.0000E+00
   5    -4.8000     -75.049 0.3344   0.3207E+00  0.8156E-03 -0.2921E+00  0.4969E-02      -1  -0.280E-01    0.00  0.1733E-03  0.0000E+00
   6    -6.0000     -74.929 0.3345   0.3220E+00  0.8162E-03 -0.2862E+00  0.4917E-02      -1  -0.274E-01    0.00  0.1957E-03  0.0000E+00
   7    -7.2000     -74.782 0.3346   0.3237E+00  0.8171E-03 -0.2803E+00  0.4865E-02      -1  -0.268E-01    0.00  0.2219E-03  0.0000E+00
   8    -8.4000     -74.607 0.3348   0.3256E+00  0.8181E-03 -0.2745E+00  0.4814E-02      -1  -0.263E-01    0.00  0.2527E-03  0.0000E+00
