 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  26. 3.2026    Time:   3: 9:11
 Units: L = cm   , T = days , M = micro


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  61   -72.0000     -45.785 0.3662   0.3070E+00  0.9943E-03 -0.5559E-01  0.2070E-02      -1  -0.532E-02    0.00  0.2370E-01  0.0000E+00
  62   -73.2000     -44.793 0.3672   0.3201E+00  0.1001E-02 -0.5314E-01  0.2019E-02      -1  -0.509E-02    0.00  0.3120E-01  0.0000E+00
  63   -74.4000     -43.783 0.3682   0.3335E+00  0.1009E-02 -0.5075E-01  0.1967E-02      -1  -0.486E-02    0.00  0.4104E-01  0.0000E+00
  64   -75.6000     -42.758 0.3692   0.3471E+00  0.1016E-02 -0.4842E-01  0.1915E-02      -1  -0.464E-02    0.00  0.5394E-01  0.0000E+00
  65   -76.8000     -41.718 0.3703   0.3609E+00  0.1024E-02 -0.4615E-01  0.1863E-02      -1  -0.442E-02    0.00  0.7083E-01  0.0000E+00
  66   -78.0000     -40.665 0.3714   0.3749E+00  0.1031E-02 -0.4394E-01  0.1812E-02      -1  -0.421E-02    0.00  0.9291E-01  0.0000E+00
  67   -79.2000     -39.600 0.3725   0.3891E+00  0.1039E-02 -0.4180E-01  0.1760E-02      -1  -0.400E-02    0.00  0.1217E+00  0.0000E+00
  68   -80.4000     -38.523 0.3736   0.4034E+00  0.1047E-02 -0.3972E-01  0.1708E-02      -1  -0.380E-02    0.00  0.1592E+00  0.0000E+00
  69   -81.6000     -37.436 0.3747   0.4195E+00  0.1054E-02 -0.3770E-01  0.1656E-02      -1  -0.361E-02    0.00  0.2079E+00  0.0000E+00
  70   -82.8000     -36.338 0.3759   0.4428E+00  0.1060E-02 -0.3574E-01  0.1605E-02      -1  -0.342E-02    0.00  0.2711E+00  0.0000E+00
  71   -84.0000     -35.230 0.3770   0.4663E+00  0.1066E-02 -0.3385E-01  0.1553E-02      -1  -0.324E-02    0.00  0.3526E+00  0.0000E+00
  72   -85.2000     -34.113 0.3783   0.4900E+00  0.1073E-02 -0.3202E-01  0.1501E-02      -1  -0.307E-02    0.00  0.4577E+00  0.0000E+00
  73   -86.4000     -32.987 0.3795   0.5139E+00  0.1079E-02 -0.3025E-01  0.1449E-02      -1  -0.290E-02    0.00  0.5926E+00  0.0000E+00
  74   -87.6000     -31.854 0.3807   0.5380E+00  0.1085E-02 -0.2854E-01  0.1398E-02      -1  -0.273E-02    0.00  0.7647E+00  0.0000E+00
  75   -88.8000     -30.714 0.3819   0.5621E+00  0.1091E-02 -0.2689E-01  0.1346E-02      -1  -0.258E-02    0.00  0.9831E+00  0.0000E+00
  76   -90.0000     -29.569 0.3831   0.5894E+00  0.1097E-02 -0.2531E-01  0.1294E-02      -1  -0.242E-02    0.00  0.1258E+01  0.0000E+00
  77   -91.2000     -28.417 0.3844   0.6266E+00  0.1100E-02 -0.2379E-01  0.1242E-02      -1  -0.228E-02    0.00  0.1603E+01  0.0000E+00
  78   -92.4000     -27.260 0.3857   0.6639E+00  0.1103E-02 -0.2233E-01  0.1190E-02      -1  -0.214E-02    0.00  0.2032E+01  0.0000E+00
  79   -93.6000     -26.098 0.3870   0.7013E+00  0.1106E-02 -0.2093E-01  0.1139E-02      -1  -0.200E-02    0.00  0.2562E+01  0.0000E+00
  80   -94.8000     -24.932 0.3883   0.7390E+00  0.1109E-02 -0.1960E-01  0.1082E-02      -1  -0.188E-02    0.00  0.3213E+01  0.0000E+00
  81   -96.0000     -23.762 0.3896   0.7767E+00  0.1111E-02 -0.1838E-01  0.9497E-03      -1  -0.176E-02    0.00  0.4006E+01  0.0000E+00
  82   -97.2000     -22.588 0.3909   0.8300E+00  0.1110E-02 -0.1731E-01  0.8253E-03      -1  -0.166E-02    0.00  0.4964E+01  0.0000E+00
  83   -98.4000     -21.412 0.3922   0.8851E+00  0.1107E-02 -0.1639E-01  0.7088E-03      -1  -0.157E-02    0.00  0.6112E+01  0.0000E+00
  84   -99.6000     -20.233 0.3935   0.9403E+00  0.1105E-02 -0.1561E-01  0.6003E-03      -1  -0.150E-02    0.00  0.7474E+01  0.0000E+00
  85  -100.8000     -19.052 0.3948   0.9957E+00  0.1103E-02 -0.1495E-01  0.4998E-03      -1  -0.143E-02    0.00  0.9075E+01  0.0000E+00
  86  -102.0000     -17.869 0.3961   0.1067E+01  0.1096E-02 -0.1440E-01  0.4073E-03      -1  -0.138E-02    0.00  0.1094E+02  0.0000E+00
  87  -103.2000     -16.684 0.3974   0.1145E+01  0.1087E-02 -0.1398E-01  0.2998E-03      -1  -0.134E-02    0.00  0.1309E+02  0.0000E+00
  88  -104.4000     -15.498 0.3987   0.1222E+01  0.1078E-02 -0.1368E-01  0.2060E-03      -1  -0.131E-02    0.00  0.1555E+02  0.0000E+00
  89  -105.6000     -14.311 0.3999   0.1313E+01  0.1065E-02 -0.1347E-01  0.1302E-03      -1  -0.129E-02    0.00  0.1833E+02  0.0000E+00
  90  -106.8000     -13.123 0.4012   0.1418E+01  0.1048E-02 -0.1335E-01  0.7237E-04      -1  -0.128E-02    0.00  0.2146E+02  0.0000E+00
  91  -108.0000     -11.934 0.4024   0.1523E+01  0.1031E-02 -0.1329E-01  0.3193E-04      -1  -0.127E-02    0.00  0.2493E+02  0.0000E+00
  92  -109.2000     -10.744 0.4037   0.1657E+01  0.1007E-02 -0.1327E-01  0.7686E-05      -1  -0.127E-02    0.00  0.2877E+02  0.0000E+00
  93  -110.4000      -9.553 0.4048   0.1795E+01  0.9804E-03 -0.1326E-01  0.0000E+00      -1  -0.127E-02    0.00  0.3296E+02  0.0000E+00
  94  -111.6000      -8.361 0.4060   0.1966E+01  0.9461E-03 -0.1326E-01  0.0000E+00      -1  -0.127E-02    0.00  0.3753E+02  0.0000E+00
  95  -112.8000      -7.169 0.4071   0.2154E+01  0.9078E-03 -0.1326E-01  0.0000E+00      -1  -0.127E-02    0.00  0.4245E+02  0.0000E+00
  96  -114.0000      -5.976 0.4082   0.2380E+01  0.8603E-03 -0.1326E-01  0.0000E+00      -1  -0.127E-02    0.00  0.4772E+02  0.0000E+00
  97  -115.2000      -4.782 0.4092   0.2655E+01  0.8016E-03 -0.1326E-01  0.0000E+00      -1  -0.127E-02    0.00  0.5332E+02  0.0000E+00
  98  -116.4000      -3.588 0.4101   0.3000E+01  0.7284E-03 -0.1326E-01  0.0000E+00      -1  -0.127E-02    0.00  0.5925E+02  0.0000E+00
  99  -117.6000      -2.393 0.4109   0.3462E+01  0.6319E-03 -0.1326E-01  0.0000E+00      -1  -0.127E-02    0.00  0.6547E+02  0.0000E+00
 100  -118.8000      -1.197 0.4116   0.4165E+01  0.4909E-03 -0.1326E-01  0.0000E+00      -1  -0.127E-02    0.00  0.7196E+02  0.0000E+00
 101  -120.0000       0.000 0.4120   0.7000E+01  0.0000E+00 -0.1326E-01  0.0000E+00      -1  -0.127E-02    0.00  0.7870E+02  0.0000E+00
end


 Time:     2190.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -75.278 0.3342   0.3181E+00  0.8142E-03 -0.3165E+00  0.5176E-02      -1  -0.303E-01    0.00  0.6655E-07  0.0000E+00
   2    -1.2000     -75.259 0.3342   0.3183E+00  0.8144E-03 -0.3103E+00  0.5124E-02      -1  -0.297E-01    0.00  0.7419E-07  0.0000E+00
   3    -2.4000     -75.217 0.3342   0.3188E+00  0.8146E-03 -0.3042E+00  0.5072E-02      -1  -0.291E-01    0.00  0.8471E-07  0.0000E+00
   4    -3.6000     -75.149 0.3343   0.3196E+00  0.8150E-03 -0.2981E+00  0.5021E-02      -1  -0.286E-01    0.00  0.9875E-07  0.0000E+00
   5    -4.8000     -75.055 0.3344   0.3206E+00  0.8155E-03 -0.2921E+00  0.4969E-02      -1  -0.280E-01    0.00  0.1171E-06  0.0000E+00
   6    -6.0000     -74.935 0.3345   0.3220E+00  0.8162E-03 -0.2862E+00  0.4917E-02      -1  -0.274E-01    0.00  0.1410E-06  0.0000E+00
   7    -7.2000     -74.788 0.3346   0.3236E+00  0.8171E-03 -0.2803E+00  0.4865E-02      -1  -0.268E-01    0.00  0.1716E-06  0.0000E+00
   8    -8.4000     -74.613 0.3348   0.3256E+00  0.8180E-03 -0.2745E+00  0.4814E-02      -1  -0.263E-01    0.00  0.2106E-06  0.0000E+00
   9    -9.6000     -74.411 0.3349   0.3278E+00  0.8192E-03 -0.2688E+00  0.4762E-02      -1  -0.257E-01    0.00  0.2603E-06  0.0000E+00
  10   -10.8000     -74.180 0.3351   0.3304E+00  0.8205E-03 -0.2631E+00  0.4710E-02      -1  -0.252E-01    0.00  0.3234E-06  0.0000E+00
  11   -12.0000     -73.921 0.3354   0.3333E+00  0.8220E-03 -0.2575E+00  0.4658E-02      -1  -0.247E-01    0.00  0.4033E-06  0.0000E+00
  12   -13.2000     -73.634 0.3356   0.3365E+00  0.8236E-03 -0.2519E+00  0.4607E-02      -1  -0.241E-01    0.00  0.5044E-06  0.0000E+00
  13   -14.4000     -73.317 0.3359   0.3401E+00  0.8255E-03 -0.2464E+00  0.4555E-02      -1  -0.236E-01    0.00  0.6325E-06  0.0000E+00
  14   -15.6000     -72.972 0.3362   0.3439E+00  0.8274E-03 -0.2410E+00  0.4503E-02      -1  -0.231E-01    0.00  0.7945E-06  0.0000E+00
  15   -16.8000     -72.599 0.3365   0.3481E+00  0.8296E-03 -0.2356E+00  0.4451E-02      -1  -0.226E-01    0.00  0.9996E-06  0.0000E+00
  16   -18.0000     -72.196 0.3368   0.3526E+00  0.8319E-03 -0.2303E+00  0.4400E-02      -1  -0.221E-01    0.00  0.1259E-05  0.0000E+00
  17   -19.2000     -71.766 0.3372   0.3574E+00  0.8343E-03 -0.2250E+00  0.4348E-02      -1  -0.216E-01    0.00  0.1588E-05  0.0000E+00
  18   -20.4000     -71.307 0.3376   0.3626E+00  0.8369E-03 -0.2198E+00  0.4296E-02      -1  -0.211E-01    0.00  0.2005E-05  0.0000E+00
  19   -21.6000     -70.821 0.3380   0.3680E+00  0.8397E-03 -0.2147E+00  0.4244E-02      -1  -0.206E-01    0.00  0.2533E-05  0.0000E+00
  20   -22.8000     -70.308 0.3384   0.3737E+00  0.8427E-03 -0.2097E+00  0.4193E-02      -1  -0.201E-01    0.00  0.3203E-05  0.0000E+00
  21   -24.0000     -69.767 0.3389   0.3798E+00  0.8457E-03 -0.2047E+00  0.4141E-02      -1  -0.196E-01    0.00  0.4054E-05  0.0000E+00
  22   -25.2000     -69.201 0.3394   0.3861E+00  0.8490E-03 -0.1997E+00  0.4089E-02      -1  -0.191E-01    0.00  0.5135E-05  0.0000E+00
  23   -26.4000     -68.609 0.3399   0.3927E+00  0.8524E-03 -0.1948E+00  0.4037E-02      -1  -0.187E-01    0.00  0.6508E-05  0.0000E+00
  24   -27.6000     -67.992 0.3404   0.3996E+00  0.8559E-03 -0.1900E+00  0.3986E-02      -1  -0.182E-01    0.00  0.8255E-05  0.0000E+00
  25   -28.8000     -67.350 0.3410   0.4068E+00  0.8596E-03 -0.1853E+00  0.3934E-02      -1  -0.177E-01    0.00  0.1048E-04  0.0000E+00
  26   -30.0000     -66.685 0.3416   0.4143E+00  0.8634E-03 -0.1806E+00  0.3882E-02      -1  -0.173E-01    0.00  0.1331E-04  0.0000E+00
  27   -31.2000     -65.996 0.3421   0.4220E+00  0.8673E-03 -0.1760E+00  0.3830E-02      -1  -0.169E-01    0.00  0.1692E-04  0.0000E+00
  28   -32.4000     -65.285 0.3428   0.4299E+00  0.8714E-03 -0.1714E+00  0.3778E-02      -1  -0.164E-01    0.00  0.2152E-04  0.0000E+00
  29   -33.6000     -64.553 0.3434   0.4381E+00  0.8755E-03 -0.1669E+00  0.3727E-02      -1  -0.160E-01    0.00  0.2739E-04  0.0000E+00
  30   -34.8000     -63.800 0.3440   0.4465E+00  0.8799E-03 -0.1625E+00  0.3675E-02      -1  -0.156E-01    0.00  0.3488E-04  0.0000E+00
  31   -36.0000     -63.222 0.3501   0.1717E+00  0.8636E-03 -0.1581E+00  0.3623E-02      -1  -0.151E-01    0.00  0.4446E-04  0.0000E+00
  32   -37.2000     -63.110 0.3502   0.1722E+00  0.8644E-03 -0.1538E+00  0.3571E-02      -1  -0.147E-01    0.00  0.5650E-04  0.0000E+00
  33   -38.4000     -62.964 0.3503   0.1729E+00  0.8654E-03 -0.1495E+00  0.3520E-02      -1  -0.143E-01    0.00  0.7168E-04  0.0000E+00
  34   -39.6000     -62.785 0.3504   0.1736E+00  0.8667E-03 -0.1453E+00  0.3468E-02      -1  -0.139E-01    0.00  0.9084E-04  0.0000E+00
  35   -40.8000     -62.572 0.3506   0.1746E+00  0.8682E-03 -0.1412E+00  0.3416E-02      -1  -0.135E-01    0.00  0.1151E-03  0.0000E+00
  36   -42.0000     -62.326 0.3508   0.1757E+00  0.8699E-03 -0.1371E+00  0.3364E-02      -1  -0.131E-01    0.00  0.1457E-03  0.0000E+00
  37   -43.2000     -62.045 0.3510   0.1769E+00  0.8719E-03 -0.1331E+00  0.3313E-02      -1  -0.127E-01    0.00  0.1846E-03  0.0000E+00
  38   -44.4000     -61.731 0.3513   0.1783E+00  0.8742E-03 -0.1292E+00  0.3261E-02      -1  -0.124E-01    0.00  0.2339E-03  0.0000E+00
  39   -45.6000     -61.384 0.3516   0.1798E+00  0.8766E-03 -0.1253E+00  0.3209E-02      -1  -0.120E-01    0.00  0.2965E-03  0.0000E+00
  40   -46.8000     -61.003 0.3519   0.1815E+00  0.8793E-03 -0.1215E+00  0.3157E-02      -1  -0.116E-01    0.00  0.3760E-03  0.0000E+00
  41   -48.0000     -60.589 0.3523   0.1833E+00  0.8823E-03 -0.1177E+00  0.3106E-02      -1  -0.113E-01    0.00  0.4770E-03  0.0000E+00
  42   -49.2000     -60.144 0.3526   0.1853E+00  0.8854E-03 -0.1140E+00  0.3054E-02      -1  -0.109E-01    0.00  0.6056E-03  0.0000E+00
  43   -50.4000     -59.664 0.3530   0.1884E+00  0.8890E-03 -0.1104E+00  0.3002E-02      -1  -0.106E-01    0.00  0.7692E-03  0.0000E+00
  44   -51.6000     -59.148 0.3535   0.1925E+00  0.8929E-03 -0.1068E+00  0.2950E-02      -1  -0.102E-01    0.00  0.9776E-03  0.0000E+00
  45   -52.8000     -58.596 0.3540   0.1968E+00  0.8972E-03 -0.1033E+00  0.2899E-02      -1  -0.989E-02    0.00  0.1243E-02  0.0000E+00
  46   -54.0000     -58.008 0.3546   0.2014E+00  0.9016E-03 -0.9984E-01  0.2847E-02      -1  -0.956E-02    0.00  0.1581E-02  0.0000E+00
  47   -55.2000     -57.385 0.3552   0.2063E+00  0.9064E-03 -0.9646E-01  0.2795E-02      -1  -0.924E-02    0.00  0.2013E-02  0.0000E+00
  48   -56.4000     -56.730 0.3558   0.2115E+00  0.9114E-03 -0.9314E-01  0.2743E-02      -1  -0.892E-02    0.00  0.2563E-02  0.0000E+00
  49   -57.6000     -56.042 0.3564   0.2169E+00  0.9167E-03 -0.8988E-01  0.2692E-02      -1  -0.861E-02    0.00  0.3265E-02  0.0000E+00
  50   -58.8000     -55.324 0.3571   0.2226E+00  0.9222E-03 -0.8668E-01  0.2640E-02      -1  -0.830E-02    0.00  0.4161E-02  0.0000E+00
  51   -60.0000     -54.577 0.3578   0.2284E+00  0.9279E-03 -0.8354E-01  0.2588E-02      -1  -0.800E-02    0.00  0.5305E-02  0.0000E+00
  52   -61.2000     -53.802 0.3585   0.2345E+00  0.9338E-03 -0.8047E-01  0.2536E-02      -1  -0.771E-02    0.00  0.6766E-02  0.0000E+00
  53   -62.4000     -53.001 0.3593   0.2408E+00  0.9399E-03 -0.7745E-01  0.2484E-02      -1  -0.742E-02    0.00  0.8630E-02  0.0000E+00
  54   -63.6000     -52.174 0.3600   0.2473E+00  0.9462E-03 -0.7450E-01  0.2433E-02      -1  -0.714E-02    0.00  0.1101E-01  0.0000E+00
  55   -64.8000     -51.324 0.3608   0.2540E+00  0.9527E-03 -0.7161E-01  0.2381E-02      -1  -0.686E-02    0.00  0.1405E-01  0.0000E+00
  56   -66.0000     -50.451 0.3617   0.2609E+00  0.9594E-03 -0.6879E-01  0.2329E-02      -1  -0.659E-02    0.00  0.1793E-01  0.0000E+00
  57   -67.2000     -49.557 0.3625   0.2679E+00  0.9662E-03 -0.6602E-01  0.2277E-02      -1  -0.632E-02    0.00  0.2288E-01  0.0000E+00
  58   -68.4000     -48.642 0.3633   0.2751E+00  0.9732E-03 -0.6332E-01  0.2226E-02      -1  -0.607E-02    0.00  0.2920E-01  0.0000E+00
  59   -69.6000     -47.709 0.3642   0.2825E+00  0.9803E-03 -0.6068E-01  0.2174E-02      -1  -0.581E-02    0.00  0.3725E-01  0.0000E+00
  60   -70.8000     -46.756 0.3652   0.2940E+00  0.9873E-03 -0.5811E-01  0.2122E-02      -1  -0.557E-02    0.00  0.4752E-01  0.0000E+00
  61   -72.0000     -45.783 0.3662   0.3070E+00  0.9943E-03 -0.5559E-01  0.2070E-02      -1  -0.532E-02    0.00  0.6059E-01  0.0000E+00
  62   -73.2000     -44.791 0.3672   0.3201E+00  0.1001E-02 -0.5314E-01  0.2019E-02      -1  -0.509E-02    0.00  0.7722E-01  0.0000E+00
  63   -74.4000     -43.782 0.3682   0.3335E+00  0.1009E-02 -0.5074E-01  0.1967E-02      -1  -0.486E-02    0.00  0.9837E-01  0.0000E+00
  64   -75.6000     -42.757 0.3692   0.3472E+00  0.1016E-02 -0.4842E-01  0.1915E-02      -1  -0.464E-02    0.00  0.1252E+00  0.0000E+00
  65   -76.8000     -41.717 0.3703   0.3610E+00  0.1024E-02 -0.4615E-01  0.1863E-02      -1  -0.442E-02    0.00  0.1593E+00  0.0000E+00
  66   -78.0000     -40.664 0.3714   0.3749E+00  0.1031E-02 -0.4394E-01  0.1812E-02      -1  -0.421E-02    0.00  0.2024E+00  0.0000E+00
  67   -79.2000     -39.598 0.3725   0.3891E+00  0.1039E-02 -0.4180E-01  0.1760E-02      -1  -0.400E-02    0.00  0.2570E+00  0.0000E+00
  68   -80.4000     -38.522 0.3736   0.4034E+00  0.1047E-02 -0.3972E-01  0.1708E-02      -1  -0.380E-02    0.00  0.3258E+00  0.0000E+00
  69   -81.6000     -37.435 0.3747   0.4195E+00  0.1054E-02 -0.3770E-01  0.1656E-02      -1  -0.361E-02    0.00  0.4126E+00  0.0000E+00
  70   -82.8000     -36.337 0.3759   0.4428E+00  0.1060E-02 -0.3574E-01  0.1605E-02      -1  -0.342E-02    0.00  0.5216E+00  0.0000E+00
  71   -84.0000     -35.229 0.3770   0.4663E+00  0.1066E-02 -0.3385E-01  0.1553E-02      -1  -0.324E-02    0.00  0.6583E+00  0.0000E+00
  72   -85.2000     -34.111 0.3783   0.4901E+00  0.1073E-02 -0.3202E-01  0.1501E-02      -1  -0.307E-02    0.00  0.8285E+00  0.0000E+00
  73   -86.4000     -32.986 0.3795   0.5139E+00  0.1079E-02 -0.3025E-01  0.1449E-02      -1  -0.290E-02    0.00  0.1040E+01  0.0000E+00
  74   -87.6000     -31.853 0.3807   0.5380E+00  0.1085E-02 -0.2854E-01  0.1398E-02      -1  -0.273E-02    0.00  0.1300E+01  0.0000E+00
  75   -88.8000     -30.713 0.3819   0.5622E+00  0.1091E-02 -0.2689E-01  0.1346E-02      -1  -0.258E-02    0.00  0.1619E+01  0.0000E+00
  76   -90.0000     -29.567 0.3831   0.5895E+00  0.1097E-02 -0.2531E-01  0.1294E-02      -1  -0.242E-02    0.00  0.2009E+01  0.0000E+00
  77   -91.2000     -28.416 0.3844   0.6266E+00  0.1100E-02 -0.2379E-01  0.1242E-02      -1  -0.228E-02    0.00  0.2482E+01  0.0000E+00
  78   -92.4000     -27.259 0.3857   0.6639E+00  0.1103E-02 -0.2233E-01  0.1190E-02      -1  -0.214E-02    0.00  0.3054E+01  0.0000E+00
  79   -93.6000     -26.097 0.3870   0.7014E+00  0.1106E-02 -0.2093E-01  0.1139E-02      -1  -0.200E-02    0.00  0.3740E+01  0.0000E+00
  80   -94.8000     -24.930 0.3883   0.7390E+00  0.1109E-02 -0.1960E-01  0.1082E-02      -1  -0.188E-02    0.00  0.4560E+01  0.0000E+00
  81   -96.0000     -23.760 0.3896   0.7767E+00  0.1111E-02 -0.1838E-01  0.9497E-03      -1  -0.176E-02    0.00  0.5532E+01  0.0000E+00
  82   -97.2000     -22.587 0.3909   0.8300E+00  0.1110E-02 -0.1731E-01  0.8252E-03      -1  -0.166E-02    0.00  0.6676E+01  0.0000E+00
  83   -98.4000     -21.411 0.3922   0.8851E+00  0.1107E-02 -0.1639E-01  0.7087E-03      -1  -0.157E-02    0.00  0.8012E+01  0.0000E+00
  84   -99.6000     -20.232 0.3935   0.9404E+00  0.1105E-02 -0.1561E-01  0.6002E-03      -1  -0.150E-02    0.00  0.9560E+01  0.0000E+00
  85  -100.8000     -19.051 0.3948   0.9957E+00  0.1103E-02 -0.1495E-01  0.4972E-03      -1  -0.143E-02    0.00  0.1134E+02  0.0000E+00
  86  -102.0000     -17.868 0.3961   0.1067E+01  0.1096E-02 -0.1443E-01  0.3738E-03      -1  -0.138E-02    0.00  0.1337E+02  0.0000E+00
  87  -103.2000     -16.683 0.3974   0.1145E+01  0.1087E-02 -0.1404E-01  0.2682E-03      -1  -0.135E-02    0.00  0.1566E+02  0.0000E+00
  88  -104.4000     -15.497 0.3987   0.1223E+01  0.1078E-02 -0.1377E-01  0.1808E-03      -1  -0.132E-02    0.00  0.1823E+02  0.0000E+00
  89  -105.6000     -14.310 0.3999   0.1313E+01  0.1065E-02 -0.1360E-01  0.1114E-03      -1  -0.130E-02    0.00  0.2109E+02  0.0000E+00
  90  -106.8000     -13.122 0.4012   0.1418E+01  0.1048E-02 -0.1349E-01  0.5976E-04      -1  -0.129E-02    0.00  0.2425E+02  0.0000E+00
  91  -108.0000     -11.933 0.4024   0.1523E+01  0.1031E-02 -0.1344E-01  0.2485E-04      -1  -0.129E-02    0.00  0.2772E+02  0.0000E+00
  92  -109.2000     -10.743 0.4037   0.1657E+01  0.1007E-02 -0.1343E-01  0.5287E-05      -1  -0.129E-02    0.00  0.3149E+02  0.0000E+00
  93  -110.4000      -9.552 0.4048   0.1796E+01  0.9804E-03 -0.1342E-01  0.0000E+00      -1  -0.129E-02    0.00  0.3558E+02  0.0000E+00
  94  -111.6000      -8.361 0.4060   0.1966E+01  0.9461E-03 -0.1342E-01  0.0000E+00      -1  -0.129E-02    0.00  0.3998E+02  0.0000E+00
  95  -112.8000      -7.169 0.4071   0.2154E+01  0.9077E-03 -0.1342E-01  0.0000E+00      -1  -0.129E-02    0.00  0.4468E+02  0.0000E+00
  96  -114.0000      -5.976 0.4082   0.2380E+01  0.8602E-03 -0.1342E-01  0.0000E+00      -1  -0.129E-02    0.00  0.4968E+02  0.0000E+00
  97  -115.2000      -4.782 0.4092   0.2656E+01  0.8016E-03 -0.1342E-01  0.0000E+00      -1  -0.129E-02    0.00  0.5497E+02  0.0000E+00
  98  -116.4000      -3.588 0.4101   0.3000E+01  0.7284E-03 -0.1342E-01  0.0000E+00      -1  -0.129E-02    0.00  0.6053E+02  0.0000E+00
  99  -117.6000      -2.393 0.4109   0.3462E+01  0.6319E-03 -0.1342E-01  0.0000E+00      -1  -0.129E-02    0.00  0.6635E+02  0.0000E+00
 100  -118.8000      -1.197 0.4116   0.4165E+01  0.4909E-03 -0.1342E-01  0.0000E+00      -1  -0.129E-02    0.00  0.7241E+02  0.0000E+00
 101  -120.0000       0.000 0.4120   0.7000E+01  0.0000E+00 -0.1342E-01  0.0000E+00      -1  -0.129E-02    0.00  0.7870E+02  0.0000E+00
end


 Time:     2555.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -75.278 0.3342   0.3181E+00  0.8143E-03 -0.3165E+00  0.5176E-02      -1  -0.303E-01    0.00  0.4892E-06  0.0000E+00
   2    -1.2000     -75.259 0.3342   0.3184E+00  0.8144E-03 -0.3103E+00  0.5124E-02      -1  -0.297E-01    0.00  0.5438E-06  0.0000E+00
   3    -2.4000     -75.216 0.3342   0.3188E+00  0.8146E-03 -0.3042E+00  0.5072E-02      -1  -0.291E-01    0.00  0.6154E-06  0.0000E+00
   4    -3.6000     -75.148 0.3343   0.3196E+00  0.8150E-03 -0.2981E+00  0.5021E-02      -1  -0.286E-01    0.00  0.7077E-06  0.0000E+00
   5    -4.8000     -75.054 0.3344   0.3206E+00  0.8155E-03 -0.2921E+00  0.4969E-02      -1  -0.280E-01    0.00  0.8253E-06  0.0000E+00
   6    -6.0000     -74.934 0.3345   0.3220E+00  0.8162E-03 -0.2862E+00  0.4917E-02      -1  -0.274E-01    0.00  0.9737E-06  0.0000E+00
   7    -7.2000     -74.787 0.3346   0.3236E+00  0.8171E-03 -0.2803E+00  0.4865E-02      -1  -0.268E-01    0.00  0.1160E-05  0.0000E+00
   8    -8.4000     -74.613 0.3348   0.3256E+00  0.8181E-03 -0.2745E+00  0.4814E-02      -1  -0.263E-01    0.00  0.1392E-05  0.0000E+00
   9    -9.6000     -74.410 0.3349   0.3278E+00  0.8192E-03 -0.2688E+00  0.4762E-02      -1  -0.257E-01    0.00  0.1682E-05  0.0000E+00
  10   -10.8000     -74.180 0.3351   0.3304E+00  0.8205E-03 -0.2631E+00  0.4710E-02      -1  -0.252E-01    0.00  0.2041E-05  0.0000E+00
  11   -12.0000     -73.921 0.3354   0.3333E+00  0.8220E-03 -0.2575E+00  0.4658E-02      -1  -0.247E-01    0.00  0.2488E-05  0.0000E+00
  12   -13.2000     -73.633 0.3356   0.3365E+00  0.8236E-03 -0.2519E+00  0.4607E-02      -1  -0.241E-01    0.00  0.3041E-05  0.0000E+00
  13   -14.4000     -73.317 0.3359   0.3401E+00  0.8255E-03 -0.2464E+00  0.4555E-02      -1  -0.236E-01    0.00  0.3726E-05  0.0000E+00
  14   -15.6000     -72.972 0.3362   0.3439E+00  0.8274E-03 -0.2410E+00  0.4503E-02      -1  -0.231E-01    0.00  0.4575E-05  0.0000E+00
  15   -16.8000     -72.598 0.3365   0.3481E+00  0.8296E-03 -0.2356E+00  0.4451E-02      -1  -0.226E-01    0.00  0.5627E-05  0.0000E+00
  16   -18.0000     -72.196 0.3368   0.3526E+00  0.8319E-03 -0.2303E+00  0.4400E-02      -1  -0.221E-01    0.00  0.6930E-05  0.0000E+00
  17   -19.2000     -71.765 0.3372   0.3574E+00  0.8343E-03 -0.2250E+00  0.4348E-02      -1  -0.216E-01    0.00  0.8545E-05  0.0000E+00
  18   -20.4000     -71.307 0.3376   0.3626E+00  0.8369E-03 -0.2198E+00  0.4296E-02      -1  -0.211E-01    0.00  0.1055E-04  0.0000E+00
  19   -21.6000     -70.820 0.3380   0.3680E+00  0.8397E-03 -0.2147E+00  0.4244E-02      -1  -0.206E-01    0.00  0.1303E-04  0.0000E+00
  20   -22.8000     -70.307 0.3384   0.3737E+00  0.8427E-03 -0.2097E+00  0.4193E-02      -1  -0.201E-01    0.00  0.1611E-04  0.0000E+00
